id,x,y,z
1.000000000000000000e+00,5.603683574935378601e+03,-5.643854071003941499e+03,8.571428571428572468e+03
1.000000000000000000e+00,5.672112023166331710e+03,-6.061450391764836240e+03,7.959183673469389760e+03
1.000000000000000000e+00,5.740540471397283909e+03,-6.479046712525729163e+03,7.346938775510207051e+03
1.000000000000000000e+00,5.808968919628237018e+03,-6.896643033286623904e+03,6.734693877551020705e+03
1.000000000000000000e+00,5.877397367859190126e+03,-7.314239354047516827e+03,6.122448979591841635e+03
1.000000000000000000e+00,5.945825816090142325e+03,-7.731835674808411568e+03,5.510204081632655289e+03
1.000000000000000000e+00,6.014254264321094524e+03,-8.149431995569306309e+03,4.897959183673472580e+03
1.000000000000000000e+00,6.082682712552048542e+03,-8.567028316330197413e+03,4.285714285714286234e+03
1.000000000000000000e+00,6.151111160783000742e+03,-8.984624637091092154e+03,3.673469387755103526e+03
1.000000000000000000e+00,6.219539609013952941e+03,-9.402220957851986896e+03,3.061224489795920817e+03
1.000000000000000000e+00,6.287968057244906049e+03,-9.819817278612877999e+03,2.448979591836738109e+03
1.000000000000000000e+00,6.356396505475859158e+03,-1.023741359937377274e+04,1.836734693877551763e+03
1.000000000000000000e+00,6.424824953706811357e+03,-1.065500992013466748e+04,1.224489795918369055e+03
1.000000000000000000e+00,6.493253401937764465e+03,-1.107260624089556222e+04,6.122448979591827083e+02
1.000000000000000000e+00,6.561681850168717574e+03,-1.149020256165645696e+04,0.000000000000000000e+00
2.000000000000000000e+00,7.076531184286386633e+03,3.838064983426824256e+03,3.000000000000000000e+04
2.000000000000000000e+00,6.959301832361508787e+03,3.552620862241376017e+03,2.938775510204081729e+04
2.000000000000000000e+00,6.842072480436630940e+03,3.267176741055927778e+03,2.877551020408163458e+04
2.000000000000000000e+00,6.724843128511752184e+03,2.981732619870479539e+03,2.816326530612244824e+04
2.000000000000000000e+00,6.607613776586874337e+03,2.696288498685031300e+03,2.755102040816326553e+04
2.000000000000000000e+00,6.490384424661996491e+03,2.410844377499583061e+03,2.693877551020408282e+04
2.000000000000000000e+00,6.373155072737117735e+03,2.125400256314134822e+03,2.632653061224489647e+04
2.000000000000000000e+00,6.255925720812239888e+03,1.839956135128686356e+03,2.571428571428571377e+04
2.000000000000000000e+00,6.138696368887362041e+03,1.554512013943238344e+03,2.510204081632653106e+04
2.000000000000000000e+00,6.021467016962484195e+03,1.269067892757790105e+03,2.448979591836734835e+04
2.000000000000000000e+00,5.904237665037606348e+03,9.836237715723418660e+02,2.387755102040816564e+04
2.000000000000000000e+00,5.787008313112728501e+03,6.981796503868936270e+02,2.326530612244897929e+04
2.000000000000000000e+00,5.669778961187849745e+03,4.127355292014449333e+02,2.265306122448979659e+04
2.000000000000000000e+00,5.552549609262971899e+03,1.272914080159971491e+02,2.204081632653061388e+04
2.000000000000000000e+00,5.435320257338094052e+03,-1.581527131694515447e+02,2.142857142857142753e+04
2.000000000000000000e+00,5.318090905413216205e+03,-4.435968343548993289e+02,2.081632653061224846e+04
2.000000000000000000e+00,5.200861553488337449e+03,-7.290409555403475679e+02,2.020408163265306212e+04
2.000000000000000000e+00,5.083632201563459603e+03,-1.014485076725796716e+03,1.959183673469387577e+04
2.000000000000000000e+00,4.966402849638581756e+03,-1.299929197911244046e+03,1.897959183673469670e+04
2.000000000000000000e+00,4.849173497713703910e+03,-1.585373319096693194e+03,1.836734693877551035e+04
2.000000000000000000e+00,4.731944145788826063e+03,-1.870817440282140524e+03,1.775510204081632764e+04
2.000000000000000000e+00,4.614714793863947307e+03,-2.156261561467588763e+03,1.714285714285714494e+04
2.000000000000000000e+00,4.497485441939069460e+03,-2.441705682653037002e+03,1.653061224489795859e+04
2.000000000000000000e+00,4.380256090014190704e+03,-2.727149803838485241e+03,1.591836734693877588e+04
2.000000000000000000e+00,4.263026738089312857e+03,-3.012593925023934389e+03,1.530612244897959135e+04
2.000000000000000000e+00,4.145797386164435011e+03,-3.298038046209382628e+03,1.469387755102040865e+04
2.000000000000000000e+00,4.028568034239557164e+03,-3.583482167394829958e+03,1.408163265306122594e+04
2.000000000000000000e+00,3.911338682314678863e+03,-3.868926288580278197e+03,1.346938775510204141e+04
2.000000000000000000e+00,3.794109330389801016e+03,-4.154370409765727345e+03,1.285714285714285870e+04
2.000000000000000000e+00,3.676879978464922715e+03,-4.439814530951176494e+03,1.224489795918367236e+04
2.000000000000000000e+00,3.559650626540045323e+03,-4.725258652136622914e+03,1.163265306122449329e+04
2.000000000000000000e+00,3.442421274615167022e+03,-5.010702773322071153e+03,1.102040816326530694e+04
2.000000000000000000e+00,3.325191922690288720e+03,-5.296146894507519391e+03,1.040816326530612423e+04
2.000000000000000000e+00,3.207962570765410419e+03,-5.581591015692967630e+03,9.795918367346937885e+03
2.000000000000000000e+00,3.090733218840532118e+03,-5.867035136878417688e+03,9.183673469387755176e+03
2.000000000000000000e+00,2.973503866915654726e+03,-6.152479258063864108e+03,8.571428571428572468e+03
2.000000000000000000e+00,2.856274514990776879e+03,-6.437923379249312347e+03,7.959183673469389760e+03
2.000000000000000000e+00,2.739045163065898123e+03,-6.723367500434760586e+03,7.346938775510207051e+03
2.000000000000000000e+00,2.621815811141020276e+03,-7.008811621620210644e+03,6.734693877551020705e+03
2.000000000000000000e+00,2.504586459216142430e+03,-7.294255742805657064e+03,6.122448979591841635e+03
2.000000000000000000e+00,2.387357107291264583e+03,-7.579699863991105303e+03,5.510204081632655289e+03
2.000000000000000000e+00,2.270127755366385827e+03,-7.865143985176553542e+03,4.897959183673472580e+03
2.000000000000000000e+00,2.152898403441507980e+03,-8.150588106362001781e+03,4.285714285714286234e+03
2.000000000000000000e+00,2.035669051516630134e+03,-8.436032227547451839e+03,3.673469387755103526e+03
2.000000000000000000e+00,1.918439699591752287e+03,-8.721476348732898259e+03,3.061224489795920817e+03
2.000000000000000000e+00,1.801210347666874441e+03,-9.006920469918346498e+03,2.448979591836738109e+03
2.000000000000000000e+00,1.683980995741995685e+03,-9.292364591103794737e+03,1.836734693877551763e+03
2.000000000000000000e+00,1.566751643817117838e+03,-9.577808712289244795e+03,1.224489795918369055e+03
2.000000000000000000e+00,1.449522291892239082e+03,-9.863252833474693034e+03,6.122448979591827083e+02
2.000000000000000000e+00,1.332292939967361235e+03,-1.014869695466014127e+04,0.000000000000000000e+00
3.000000000000000000e+00,7.126688965425296374e+03,2.930025304199878065e+03,3.000000000000000000e+04
3.000000000000000000e+00,7.153488665930676689e+03,2.662648336154452409e+03,2.938775510204081729e+04
3.000000000000000000e+00,7.180288366436057004e+03,2.395271368109027208e+03,2.877551020408163458e+04
3.000000000000000000e+00,7.207088066941437319e+03,2.127894400063601552e+03,2.816326530612244824e+04
3.000000000000000000e+00,7.233887767446816724e+03,1.860517432018176123e+03,2.755102040816326553e+04
3.000000000000000000e+00,7.260687467952197039e+03,1.593140463972750922e+03,2.693877551020408282e+04
3.000000000000000000e+00,7.287487168457577354e+03,1.325763495927325266e+03,2.632653061224489647e+04
3.000000000000000000e+00,7.314286868962957669e+03,1.058386527881899838e+03,2.571428571428571377e+04
3.000000000000000000e+00,7.341086569468337984e+03,7.910095598364741818e+02,2.510204081632653106e+04
3.000000000000000000e+00,7.367886269973718299e+03,5.236325917910489807e+02,2.448979591836734835e+04
3.000000000000000000e+00,7.394685970479098614e+03,2.562556237456237795e+02,2.387755102040816564e+04
3.000000000000000000e+00,7.421485670984478020e+03,-1.112134429980187633e+01,2.326530612244897929e+04
3.000000000000000000e+00,7.448285371489858335e+03,-2.784983123452275322e+02,2.265306122448979659e+04
3.000000000000000000e+00,7.475085071995238650e+03,-5.458752803906527333e+02,2.204081632653061388e+04
3.000000000000000000e+00,7.501884772500618965e+03,-8.132522484360783892e+02,2.142857142857142753e+04
3.000000000000000000e+00,7.528684473005999280e+03,-1.080629216481503590e+03,2.081632653061224846e+04
3.000000000000000000e+00,7.555484173511379595e+03,-1.348006184526929701e+03,2.020408163265306212e+04
3.000000000000000000e+00,7.582283874016759910e+03,-1.615383152572354902e+03,1.959183673469387577e+04
3.000000000000000000e+00,7.609083574522139315e+03,-1.882760120617780103e+03,1.897959183673469670e+04
3.000000000000000000e+00,7.635883275027519630e+03,-2.150137088663206214e+03,1.836734693877551035e+04
3.000000000000000000e+00,7.662682975532899945e+03,-2.417514056708630505e+03,1.775510204081632764e+04
3.000000000000000000e+00,7.689482676038280260e+03,-2.684891024754056616e+03,1.714285714285714494e+04
3.000000000000000000e+00,7.716282376543660575e+03,-2.952267992799481817e+03,1.653061224489795859e+04
3.000000000000000000e+00,7.743082077049040890e+03,-3.219644960844907928e+03,1.591836734693877588e+04
3.000000000000000000e+00,7.769881777554421205e+03,-3.487021928890333129e+03,1.530612244897959135e+04
3.000000000000000000e+00,7.796681478059801520e+03,-3.754398896935759240e+03,1.469387755102040865e+04
3.000000000000000000e+00,7.823481178565180926e+03,-4.021775864981183531e+03,1.408163265306122594e+04
3.000000000000000000e+00,7.850280879070561241e+03,-4.289152833026608278e+03,1.346938775510204141e+04
3.000000000000000000e+00,7.877080579575941556e+03,-4.556529801072034388e+03,1.285714285714285870e+04
3.000000000000000000e+00,7.903880280081321871e+03,-4.823906769117460499e+03,1.224489795918367236e+04
3.000000000000000000e+00,7.930679980586702186e+03,-5.091283737162884790e+03,1.163265306122449329e+04
3.000000000000000000e+00,7.957479681092081591e+03,-5.358660705208310901e+03,1.102040816326530694e+04
3.000000000000000000e+00,7.984279381597461906e+03,-5.626037673253737012e+03,1.040816326530612423e+04
3.000000000000000000e+00,8.011079082102842222e+03,-5.893414641299161303e+03,9.795918367346937885e+03
3.000000000000000000e+00,8.037878782608222537e+03,-6.160791609344587414e+03,9.183673469387755176e+03
3.000000000000000000e+00,8.064678483113602852e+03,-6.428168577390011706e+03,8.571428571428572468e+03
3.000000000000000000e+00,8.091478183618983167e+03,-6.695545545435437816e+03,7.959183673469389760e+03
3.000000000000000000e+00,8.118277884124363482e+03,-6.962922513480863927e+03,7.346938775510207051e+03
3.000000000000000000e+00,8.145077584629743797e+03,-7.230299481526290037e+03,6.734693877551020705e+03
3.000000000000000000e+00,8.171877285135123202e+03,-7.497676449571714329e+03,6.122448979591841635e+03
3.000000000000000000e+00,8.198676985640504427e+03,-7.765053417617138621e+03,5.510204081632655289e+03
3.000000000000000000e+00,8.225476686145884742e+03,-8.032430385662564731e+03,4.897959183673472580e+03
3.000000000000000000e+00,8.252276386651265057e+03,-8.299807353707990842e+03,4.285714285714286234e+03
3.000000000000000000e+00,8.279076087156643553e+03,-8.567184321753416953e+03,3.673469387755103526e+03
3.000000000000000000e+00,8.305875787662023868e+03,-8.834561289798841244e+03,3.061224489795920817e+03
3.000000000000000000e+00,8.332675488167404183e+03,-9.101938257844267355e+03,2.448979591836738109e+03
3.000000000000000000e+00,8.359475188672784498e+03,-9.369315225889693465e+03,1.836734693877551763e+03
3.000000000000000000e+00,8.386274889178164813e+03,-9.636692193935117757e+03,1.224489795918369055e+03
3.000000000000000000e+00,8.413074589683545128e+03,-9.904069161980543868e+03,6.122448979591827083e+02
3.000000000000000000e+00,8.439874290188925443e+03,-1.017144613002596998e+04,0.000000000000000000e+00
4.000000000000000000e+00,2.472560249940247559e+03,3.425238351406835136e+03,3.000000000000000000e+04
4.000000000000000000e+00,2.575166937508577121e+03,3.035752718091877341e+03,2.938775510204081729e+04
4.000000000000000000e+00,2.677773625076906683e+03,2.646267084776919546e+03,2.877551020408163458e+04
4.000000000000000000e+00,2.780380312645236245e+03,2.256781451461961751e+03,2.816326530612244824e+04
4.000000000000000000e+00,2.882987000213565807e+03,1.867295818147003956e+03,2.755102040816326553e+04
4.000000000000000000e+00,2.985593687781895369e+03,1.477810184832046389e+03,2.693877551020408282e+04
4.000000000000000000e+00,3.088200375350224931e+03,1.088324551517088366e+03,2.632653061224489647e+04
4.000000000000000000e+00,3.190807062918554493e+03,6.988389182021305714e+02,2.571428571428571377e+04
4.000000000000000000e+00,3.293413750486884055e+03,3.093532848871727765e+02,2.510204081632653106e+04
4.000000000000000000e+00,3.396020438055213162e+03,-8.013234842778456368e+01,2.448979591836734835e+04
4.000000000000000000e+00,3.498627125623543179e+03,-4.696179817427423586e+02,2.387755102040816564e+04
4.000000000000000000e+00,3.601233813191872287e+03,-8.591036150577001536e+02,2.326530612244897929e+04
4.000000000000000000e+00,3.703840500760202303e+03,-1.248589248372658403e+03,2.265306122448979659e+04
4.000000000000000000e+00,3.806447188328531411e+03,-1.638074881687615743e+03,2.204081632653061388e+04
4.000000000000000000e+00,3.909053875896861427e+03,-2.027560515002573993e+03,2.142857142857142753e+04
4.000000000000000000e+00,4.011660563465190535e+03,-2.417046148317531333e+03,2.081632653061224846e+04
4.000000000000000000e+00,4.114267251033520552e+03,-2.806531781632489583e+03,2.020408163265306212e+04
4.000000000000000000e+00,4.216873938601849659e+03,-3.196017414947447833e+03,1.959183673469387577e+04
4.000000000000000000e+00,4.319480626170179676e+03,-3.585503048262404263e+03,1.897959183673469670e+04
4.000000000000000000e+00,4.422087313738508783e+03,-3.974988681577362513e+03,1.836734693877551035e+04
4.000000000000000000e+00,4.524694001306837890e+03,-4.364474314892319853e+03,1.775510204081632764e+04
4.000000000000000000e+00,4.627300688875167907e+03,-4.753959948207278103e+03,1.714285714285714494e+04
4.000000000000000000e+00,4.729907376443497924e+03,-5.143445581522235443e+03,1.653061224489795859e+04
4.000000000000000000e+00,4.832514064011827031e+03,-5.532931214837193693e+03,1.591836734693877588e+04
4.000000000000000000e+00,4.935120751580156139e+03,-5.922416848152151942e+03,1.530612244897959135e+04
4.000000000000000000e+00,5.037727439148486155e+03,-6.311902481467110192e+03,1.469387755102040865e+04
4.000000000000000000e+00,5.140334126716816172e+03,-6.701388114782066623e+03,1.408163265306122594e+04
4.000000000000000000e+00,5.242940814285145279e+03,-7.090873748097024873e+03,1.346938775510204141e+04
4.000000000000000000e+00,5.345547501853474387e+03,-7.480359381411983122e+03,1.285714285714285870e+04
4.000000000000000000e+00,5.448154189421804404e+03,-7.869845014726941372e+03,1.224489795918367236e+04
4.000000000000000000e+00,5.550760876990133511e+03,-8.259330648041897803e+03,1.163265306122449329e+04
4.000000000000000000e+00,5.653367564558463528e+03,-8.648816281356856052e+03,1.102040816326530694e+04
4.000000000000000000e+00,5.755974252126792635e+03,-9.038301914671814302e+03,1.040816326530612423e+04
4.000000000000000000e+00,5.858580939695122652e+03,-9.427787547986772552e+03,9.795918367346937885e+03
4.000000000000000000e+00,5.961187627263452669e+03,-9.817273181301730801e+03,9.183673469387755176e+03
4.000000000000000000e+00,6.063794314831780866e+03,-1.020675881461668541e+04,8.571428571428572468e+03
4.000000000000000000e+00,6.166401002400110883e+03,-1.059624444793164366e+04,7.959183673469389760e+03
4.000000000000000000e+00,6.269007689968440900e+03,-1.098573008124660191e+04,7.346938775510207051e+03
4.000000000000000000e+00,6.371614377536770917e+03,-1.137521571456156016e+04,6.734693877551020705e+03
4.000000000000000000e+00,6.474221065105099115e+03,-1.176470134787651659e+04,6.122448979591841635e+03
4.000000000000000000e+00,6.576827752673429131e+03,-1.215418698119147484e+04,5.510204081632655289e+03
4.000000000000000000e+00,6.679434440241759148e+03,-1.254367261450643309e+04,4.897959183673472580e+03
4.000000000000000000e+00,6.782041127810088256e+03,-1.293315824782139134e+04,4.285714285714286234e+03
4.000000000000000000e+00,6.884647815378418272e+03,-1.332264388113635141e+04,3.673469387755103526e+03
4.000000000000000000e+00,6.987254502946747380e+03,-1.371212951445130602e+04,3.061224489795920817e+03
4.000000000000000000e+00,7.089861190515077396e+03,-1.410161514776626427e+04,2.448979591836738109e+03
4.000000000000000000e+00,7.192467878083406504e+03,-1.449110078108122252e+04,1.836734693877551763e+03
4.000000000000000000e+00,7.295074565651736521e+03,-1.488058641439618077e+04,1.224489795918369055e+03
4.000000000000000000e+00,7.397681253220065628e+03,-1.527007204771113902e+04,6.122448979591827083e+02
4.000000000000000000e+00,7.500287940788395645e+03,-1.565955768102609727e+04,0.000000000000000000e+00
5.000000000000000000e+00,5.144385079144435622e+03,7.689497273963460430e+03,3.000000000000000000e+04
5.000000000000000000e+00,5.206218511030828267e+03,7.255050738173656100e+03,2.938775510204081729e+04
5.000000000000000000e+00,5.268051942917220003e+03,6.820604202383851771e+03,2.877551020408163458e+04
5.000000000000000000e+00,5.329885374803612649e+03,6.386157666594047441e+03,2.816326530612244824e+04
5.000000000000000000e+00,5.391718806690005295e+03,5.951711130804244021e+03,2.755102040816326553e+04
5.000000000000000000e+00,5.453552238576397031e+03,5.517264595014439692e+03,2.693877551020408282e+04
5.000000000000000000e+00,5.515385670462789676e+03,5.082818059224635363e+03,2.632653061224489647e+04
5.000000000000000000e+00,5.577219102349182322e+03,4.648371523434831033e+03,2.571428571428571377e+04
5.000000000000000000e+00,5.639052534235574058e+03,4.213924987645026704e+03,2.510204081632653106e+04
5.000000000000000000e+00,5.700885966121966703e+03,3.779478451855222374e+03,2.448979591836734835e+04
5.000000000000000000e+00,5.762719398008359349e+03,3.345031916065418045e+03,2.387755102040816564e+04
5.000000000000000000e+00,5.824552829894751085e+03,2.910585380275614625e+03,2.326530612244897929e+04
5.000000000000000000e+00,5.886386261781143730e+03,2.476138844485809386e+03,2.265306122448979659e+04
5.000000000000000000e+00,5.948219693667535466e+03,2.041692308696005966e+03,2.204081632653061388e+04
5.000000000000000000e+00,6.010053125553928112e+03,1.607245772906201637e+03,2.142857142857142753e+04
5.000000000000000000e+00,6.071886557440320757e+03,1.172799237116397308e+03,2.081632653061224846e+04
5.000000000000000000e+00,6.133719989326712493e+03,7.383527013265929781e+02,2.020408163265306212e+04
5.000000000000000000e+00,6.195553421213105139e+03,3.039061655367877393e+02,1.959183673469387577e+04
5.000000000000000000e+00,6.257386853099497785e+03,-1.305403702530156806e+02,1.897959183673469670e+04
5.000000000000000000e+00,6.319220284985889521e+03,-5.649869060428200100e+02,1.836734693877551035e+04
5.000000000000000000e+00,6.381053716872282166e+03,-9.994334418326243394e+02,1.775510204081632764e+04
5.000000000000000000e+00,6.442887148758674812e+03,-1.433879977622428669e+03,1.714285714285714494e+04
5.000000000000000000e+00,6.504720580645066548e+03,-1.868326513412231179e+03,1.653061224489795859e+04
5.000000000000000000e+00,6.566554012531459193e+03,-2.302773049202037328e+03,1.591836734693877588e+04
5.000000000000000000e+00,6.628387444417851839e+03,-2.737219584991841657e+03,1.530612244897959135e+04
5.000000000000000000e+00,6.690220876304243575e+03,-3.171666120781645986e+03,1.469387755102040865e+04
5.000000000000000000e+00,6.752054308190636220e+03,-3.606112656571448497e+03,1.408163265306122594e+04
5.000000000000000000e+00,6.813887740077028866e+03,-4.040559192361252826e+03,1.346938775510204141e+04
5.000000000000000000e+00,6.875721171963420602e+03,-4.475005728151057156e+03,1.285714285714285870e+04
5.000000000000000000e+00,6.937554603849813248e+03,-4.909452263940863304e+03,1.224489795918367236e+04
5.000000000000000000e+00,6.999388035736204984e+03,-5.343898799730665814e+03,1.163265306122449329e+04
5.000000000000000000e+00,7.061221467622597629e+03,-5.778345335520470144e+03,1.102040816326530694e+04
5.000000000000000000e+00,7.123054899508990275e+03,-6.212791871310274473e+03,1.040816326530612423e+04
5.000000000000000000e+00,7.184888331395382920e+03,-6.647238407100078803e+03,9.795918367346937885e+03
5.000000000000000000e+00,7.246721763281774656e+03,-7.081684942889884951e+03,9.183673469387755176e+03
5.000000000000000000e+00,7.308555195168166392e+03,-7.516131478679685642e+03,8.571428571428572468e+03
5.000000000000000000e+00,7.370388627054559038e+03,-7.950578014469491791e+03,7.959183673469389760e+03
5.000000000000000000e+00,7.432222058940951683e+03,-8.385024550259295211e+03,7.346938775510207051e+03
5.000000000000000000e+00,7.494055490827344329e+03,-8.819471086049099540e+03,6.734693877551020705e+03
5.000000000000000000e+00,7.555888922713736065e+03,-9.253917621838903870e+03,6.122448979591841635e+03
5.000000000000000000e+00,7.617722354600128710e+03,-9.688364157628708199e+03,5.510204081632655289e+03
5.000000000000000000e+00,7.679555786486520446e+03,-1.012281069341851253e+04,4.897959183673472580e+03
5.000000000000000000e+00,7.741389218372913092e+03,-1.055725722920831686e+04,4.285714285714286234e+03
5.000000000000000000e+00,7.803222650259305738e+03,-1.099170376499812119e+04,3.673469387755103526e+03
5.000000000000000000e+00,7.865056082145698383e+03,-1.142615030078792188e+04,3.061224489795920817e+03
5.000000000000000000e+00,7.926889514032090119e+03,-1.186059683657772985e+04,2.448979591836738109e+03
5.000000000000000000e+00,7.988722945918482765e+03,-1.229504337236753418e+04,1.836734693877551763e+03
5.000000000000000000e+00,8.050556377804874501e+03,-1.272948990815733850e+04,1.224489795918369055e+03
5.000000000000000000e+00,8.112389809691267146e+03,-1.316393644394714283e+04,6.122448979591827083e+02
5.000000000000000000e+00,8.174223241577659792e+03,-1.359838297973694716e+04,0.000000000000000000e+00
6.000000000000000000e+00,8.930674946438080951e+03,4.010486502173207100e+03,3.000000000000000000e+04
6.000000000000000000e+00,8.902351265636234530e+03,3.574554673656004070e+03,2.938775510204081729e+04
6.000000000000000000e+00,8.874027584834388108e+03,3.138622845138801495e+03,2.877551020408163458e+04
6.000000000000000000e+00,8.845703904032541686e+03,2.702691016621598465e+03,2.816326530612244824e+04
6.000000000000000000e+00,8.817380223230697084e+03,2.266759188104395434e+03,2.755102040816326553e+04
6.000000000000000000e+00,8.789056542428850662e+03,1.830827359587192859e+03,2.693877551020408282e+04
6.000000000000000000e+00,8.760732861627004240e+03,1.394895531069989829e+03,2.632653061224489647e+04
6.000000000000000000e+00,8.732409180825157819e+03,9.589637025527867991e+02,2.571428571428571377e+04
6.000000000000000000e+00,8.704085500023311397e+03,5.230318740355842237e+02,2.510204081632653106e+04
6.000000000000000000e+00,8.675761819221464975e+03,8.710004551838119369e+01,2.448979591836734835e+04
6.000000000000000000e+00,8.647438138419618554e+03,-3.488317829988213816e+02,2.387755102040816564e+04
6.000000000000000000e+00,8.619114457617773951e+03,-7.847636115160244117e+02,2.326530612244897929e+04
6.000000000000000000e+00,8.590790776815927529e+03,-1.220695440033227442e+03,2.265306122448979659e+04
6.000000000000000000e+00,8.562467096014081108e+03,-1.656627268550430472e+03,2.204081632653061388e+04
6.000000000000000000e+00,8.534143415212234686e+03,-2.092559097067633502e+03,2.142857142857142753e+04
6.000000000000000000e+00,8.505819734410388264e+03,-2.528490925584835622e+03,2.081632653061224846e+04
6.000000000000000000e+00,8.477496053608541843e+03,-2.964422754102038652e+03,2.020408163265306212e+04
6.000000000000000000e+00,8.449172372806695421e+03,-3.400354582619242592e+03,1.959183673469387577e+04
6.000000000000000000e+00,8.420848692004850818e+03,-3.836286411136444713e+03,1.897959183673469670e+04
6.000000000000000000e+00,8.392525011203004397e+03,-4.272218239653648197e+03,1.836734693877551035e+04
6.000000000000000000e+00,8.364201330401157975e+03,-4.708150068170849408e+03,1.775510204081632764e+04
6.000000000000000000e+00,8.335877649599311553e+03,-5.144081896688052439e+03,1.714285714285714494e+04
6.000000000000000000e+00,8.307553968797465132e+03,-5.580013725205255469e+03,1.653061224489795859e+04
6.000000000000000000e+00,8.279230287995618710e+03,-6.015945553722458499e+03,1.591836734693877588e+04
6.000000000000000000e+00,8.250906607193772288e+03,-6.451877382239661529e+03,1.530612244897959135e+04
6.000000000000000000e+00,8.222582926391927685e+03,-6.887809210756866378e+03,1.469387755102040865e+04
6.000000000000000000e+00,8.194259245590081264e+03,-7.323741039274067589e+03,1.408163265306122594e+04
6.000000000000000000e+00,8.165935564788234842e+03,-7.759672867791270619e+03,1.346938775510204141e+04
6.000000000000000000e+00,8.137611883986388420e+03,-8.195604696308473649e+03,1.285714285714285870e+04
6.000000000000000000e+00,8.109288203184541999e+03,-8.631536524825676679e+03,1.224489795918367236e+04
6.000000000000000000e+00,8.080964522382696487e+03,-9.067468353342877890e+03,1.163265306122449329e+04
6.000000000000000000e+00,8.052640841580850065e+03,-9.503400181860080920e+03,1.102040816326530694e+04
6.000000000000000000e+00,8.024317160779003643e+03,-9.939332010377283950e+03,1.040816326530612423e+04
6.000000000000000000e+00,7.995993479977158131e+03,-1.037526383889448880e+04,9.795918367346937885e+03
6.000000000000000000e+00,7.967669799175311709e+03,-1.081119566741169183e+04,9.183673469387755176e+03
6.000000000000000000e+00,7.939346118373465288e+03,-1.124712749592889304e+04,8.571428571428572468e+03
6.000000000000000000e+00,7.911022437571618866e+03,-1.168305932444609607e+04,7.959183673469389760e+03
